id,order_number,order_date,payment_type,amount,customer_id,status
2145,ORD-2024-002145,2024-02-06,bank_transfer,1138.6,CUST-2920,pending
2146,ORD-2024-002146,2024-03-26,debit_card,1393.29,CUST-9121,refunded
2147,ORD-2024-002147,2024-02-10,paypal,606.32,CUST-5330,completed
2148,ORD-2024-002148,2024-02-20,bank_transfer,1244.75,CUST-1735,cancelled
2149,ORD-2024-002149,2024-12-04,apple_pay,1487.79,CUST-3469,pending
2150,ORD-2024-002150,2024-01-28,debit_card,1215.25,CUST-4929,completed
2151,ORD-2024-002151,2024-06-07,debit_card,387.93,CUST-6660,cancelled
2152,ORD-2024-002152,2024-09-17,debit_card,1002.93,CUST-5328,cancelled
2153,ORD-2024-002153,2024-01-24,paypal,1908.64,CUST-3881,refunded
2154,ORD-2024-002154,2024-08-06,paypal,454.92,CUST-3486,cancelled
2155,ORD-2024-002155,2024-10-10,bank_transfer,1263.71,CUST-2571,completed
2156,ORD-2024-002156,2024-04-26,credit_card,845.55,CUST-1326,completed
2157,ORD-2024-002157,2024-12-09,apple_pay,580.09,CUST-7624,processing
2158,ORD-2024-002158,2024-03-08,paypal,1935.6,CUST-8447,completed
2159,ORD-2024-002159,2024-03-29,apple_pay,1971.86,CUST-3282,refunded
2160,ORD-2024-002160,2024-09-26,credit_card,194.38,CUST-2073,pending
2161,ORD-2024-002161,2024-12-11,apple_pay,1042.1,CUST-7304,refunded
2162,ORD-2024-002162,2024-01-06,credit_card,652.8,CUST-7417,processing
2163,ORD-2024-002163,2024-11-24,paypal,553.31,CUST-4533,completed
2164,ORD-2024-002164,2024-12-18,debit_card,329.78,CUST-9899,processing
2165,ORD-2024-002165,2024-10-17,debit_card,38.82,CUST-9656,refunded
2166,ORD-2024-002166,2024-08-25,apple_pay,1545.71,CUST-8846,pending
2167,ORD-2024-002167,2024-06-03,debit_card,564.81,CUST-5435,processing
2168,ORD-2024-002168,2024-01-18,debit_card,84.18,CUST-1973,pending
2169,ORD-2024-002169,2024-03-11,credit_card,1521.38,CUST-2734,processing
2170,ORD-2024-002170,2024-05-12,paypal,1077.35,CUST-6418,refunded
2171,ORD-2024-002171,2024-09-15,bank_transfer,926.63,CUST-3311,refunded
2172,ORD-2024-002172,2024-07-25,credit_card,1537.18,CUST-3960,pending
2173,ORD-2024-002173,2024-04-11,apple_pay,446.3,CUST-2250,pending
2174,ORD-2024-002174,2024-06-05,apple_pay,1380.59,CUST-7130,completed
2175,ORD-2024-002175,2024-01-10,bank_transfer,1393.55,CUST-1905,refunded
2176,ORD-2024-002176,2024-08-10,paypal,1867.12,CUST-9932,pending
2177,ORD-2024-002177,2024-07-05,bank_transfer,791.31,CUST-2098,refunded
2178,ORD-2024-002178,2024-06-20,debit_card,1987.19,CUST-6857,processing
2179,ORD-2024-002179,2024-02-28,bank_transfer,1942.14,CUST-4259,pending
2180,ORD-2024-002180,2024-06-05,apple_pay,797.7,CUST-5769,processing
2181,ORD-2024-002181,2024-09-15,debit_card,1829.24,CUST-7308,processing
2182,ORD-2024-002182,2024-08-11,apple_pay,19.97,CUST-6358,completed
2183,ORD-2024-002183,2024-04-10,paypal,415.89,CUST-5070,refunded
2184,ORD-2024-002184,2024-02-16,debit_card,1742.71,CUST-8129,refunded
2185,ORD-2024-002185,2024-10-17,paypal,1647.12,CUST-5257,completed
2186,ORD-2024-002186,2024-08-25,bank_transfer,1812.43,CUST-9798,cancelled
2187,ORD-2024-002187,2024-12-10,apple_pay,1155.07,CUST-2534,refunded
2188,ORD-2024-002188,2024-11-23,paypal,178.53,CUST-4204,refunded
2189,ORD-2024-002189,2024-04-30,credit_card,14.86,CUST-6051,cancelled
2190,ORD-2024-002190,2024-05-13,credit_card,905.68,CUST-4256,pending
2191,ORD-2024-002191,2024-07-10,paypal,776.37,CUST-6915,processing
2192,ORD-2024-002192,2024-10-29,credit_card,1662.56,CUST-8184,pending
2193,ORD-2024-002193,2024-09-09,credit_card,1847.95,CUST-5883,pending
2194,ORD-2024-002194,2024-05-31,apple_pay,1346.46,CUST-5529,cancelled
2195,ORD-2024-002195,2024-10-14,paypal,110.52,CUST-6304,processing
2196,ORD-2024-002196,2024-11-24,bank_transfer,1231.59,CUST-6646,refunded
2197,ORD-2024-002197,2024-08-17,apple_pay,987.38,CUST-3429,refunded
2198,ORD-2024-002198,2024-09-04,debit_card,418.36,CUST-1234,processing
2199,ORD-2024-002199,2024-10-09,paypal,992.7,CUST-4824,refunded
2200,ORD-2024-002200,2024-03-11,credit_card,1392.45,CUST-4153,processing
2201,ORD-2024-002201,2024-01-13,bank_transfer,1024.32,CUST-8892,cancelled
2202,ORD-2024-002202,2024-12-28,paypal,1620.64,CUST-9409,completed
2203,ORD-2024-002203,2024-05-25,apple_pay,122.92,CUST-9809,pending
2204,ORD-2024-002204,2024-08-22,paypal,1067.81,CUST-3235,pending
2205,ORD-2024-002205,2024-12-28,credit_card,1651.43,CUST-3771,refunded
2206,ORD-2024-002206,2024-04-22,apple_pay,400.3,CUST-5981,pending
2207,ORD-2024-002207,2024-11-21,bank_transfer,1143.98,CUST-2691,processing
2208,ORD-2024-002208,2024-01-26,paypal,342.76,CUST-5642,completed
2209,ORD-2024-002209,2024-06-29,apple_pay,493.07,CUST-9875,refunded
2210,ORD-2024-002210,2024-08-29,credit_card,1527.71,CUST-8820,processing
2211,ORD-2024-002211,2024-11-21,credit_card,781.76,CUST-7652,refunded
2212,ORD-2024-002212,2024-01-22,credit_card,278.21,CUST-8207,processing
2213,ORD-2024-002213,2024-06-22,paypal,1610.31,CUST-4724,completed
2214,ORD-2024-002214,2024-11-17,bank_transfer,668.89,CUST-2510,pending
2215,ORD-2024-002215,2024-03-18,bank_transfer,1527.11,CUST-1459,processing
2216,ORD-2024-002216,2024-07-10,apple_pay,1248.33,CUST-7703,cancelled
2217,ORD-2024-002217,2024-01-19,paypal,1017.57,CUST-7426,pending
2218,ORD-2024-002218,2024-08-10,paypal,1804.18,CUST-9982,cancelled
2219,ORD-2024-002219,2024-06-29,paypal,1835.44,CUST-4971,completed
2220,ORD-2024-002220,2024-08-12,apple_pay,391.04,CUST-7878,cancelled
2221,ORD-2024-002221,2024-06-17,credit_card,1503.54,CUST-4761,pending
2222,ORD-2024-002222,2024-11-19,debit_card,1886.01,CUST-8575,completed
2223,ORD-2024-002223,2024-02-12,bank_transfer,980.63,CUST-8867,refunded
2224,ORD-2024-002224,2024-11-05,credit_card,190.42,CUST-6347,processing
2225,ORD-2024-002225,2024-07-23,credit_card,123.13,CUST-6975,refunded
2226,ORD-2024-002226,2024-08-19,apple_pay,1889.25,CUST-4435,pending
2227,ORD-2024-002227,2024-09-26,debit_card,459.75,CUST-6239,pending
2228,ORD-2024-002228,2024-03-07,bank_transfer,962.89,CUST-7688,pending
2229,ORD-2024-002229,2024-01-26,debit_card,1360.06,CUST-6953,pending
2230,ORD-2024-002230,2024-09-11,credit_card,1274.46,CUST-2707,processing
2231,ORD-2024-002231,2024-10-19,debit_card,379.21,CUST-3846,pending
2232,ORD-2024-002232,2024-02-22,paypal,521.1,CUST-7296,pending
2233,ORD-2024-002233,2024-04-25,bank_transfer,144.34,CUST-7679,completed
2234,ORD-2024-002234,2024-06-27,bank_transfer,1997.08,CUST-5121,refunded
2235,ORD-2024-002235,2024-04-26,bank_transfer,1601.5,CUST-4082,cancelled
2236,ORD-2024-002236,2024-11-03,bank_transfer,818.19,CUST-2135,cancelled
2237,ORD-2024-002237,2024-09-12,credit_card,1084.25,CUST-5014,processing
2238,ORD-2024-002238,2024-04-18,bank_transfer,1376.26,CUST-2927,pending
2239,ORD-2024-002239,2024-03-17,apple_pay,1995.58,CUST-6518,completed
2240,ORD-2024-002240,2024-07-11,credit_card,1439.16,CUST-2349,refunded
2241,ORD-2024-002241,2024-03-09,debit_card,165.97,CUST-1267,cancelled
2242,ORD-2024-002242,2024-03-23,debit_card,1560.28,CUST-9747,refunded
2243,ORD-2024-002243,2024-08-25,debit_card,845.14,CUST-7112,cancelled
2244,ORD-2024-002244,2024-12-30,paypal,1262.88,CUST-5111,pending
2245,ORD-2024-002245,2024-06-29,apple_pay,47.36,CUST-3123,completed
2246,ORD-2024-002246,2024-01-09,paypal,1096.15,CUST-8011,refunded
2247,ORD-2024-002247,2024-08-20,debit_card,343.31,CUST-2381,processing
2248,ORD-2024-002248,2024-03-04,debit_card,442.58,CUST-7769,cancelled
2249,ORD-2024-002249,2024-06-11,credit_card,588.84,CUST-6014,refunded
2250,ORD-2024-002250,2024-08-04,credit_card,1233.08,CUST-1520,cancelled
2251,ORD-2024-002251,2024-04-11,apple_pay,180.15,CUST-9272,cancelled
2252,ORD-2024-002252,2024-03-25,paypal,1327.73,CUST-2277,completed
2253,ORD-2024-002253,2024-08-08,credit_card,1028.82,CUST-5423,completed
2254,ORD-2024-002254,2024-07-16,credit_card,1035.03,CUST-9131,completed
2255,ORD-2024-002255,2024-10-08,credit_card,1168.17,CUST-8139,completed
2256,ORD-2024-002256,2024-05-04,paypal,575.29,CUST-7679,pending
2257,ORD-2024-002257,2024-05-31,paypal,1206.8,CUST-6861,completed
2258,ORD-2024-002258,2024-08-20,apple_pay,482.75,CUST-1382,processing
2259,ORD-2024-002259,2024-09-04,bank_transfer,1181.62,CUST-5779,processing
2260,ORD-2024-002260,2024-05-27,paypal,598.54,CUST-6970,refunded
2261,ORD-2024-002261,2024-06-30,bank_transfer,1336.05,CUST-3469,pending
2262,ORD-2024-002262,2024-02-20,apple_pay,1940.88,CUST-8074,refunded
2263,ORD-2024-002263,2024-07-31,credit_card,1186.18,CUST-6880,refunded
2264,ORD-2024-002264,2024-10-06,apple_pay,1287.77,CUST-8382,completed
2265,ORD-2024-002265,2024-04-28,credit_card,442.69,CUST-7342,processing
2266,ORD-2024-002266,2024-04-19,paypal,150.31,CUST-4517,pending
2267,ORD-2024-002267,2024-08-03,debit_card,16.4,CUST-1995,pending
2268,ORD-2024-002268,2024-01-25,paypal,919.14,CUST-3658,completed
2269,ORD-2024-002269,2024-09-17,debit_card,136.46,CUST-9791,cancelled
2270,ORD-2024-002270,2024-03-20,apple_pay,1783.19,CUST-4639,refunded
2271,ORD-2024-002271,2024-02-08,credit_card,1473.99,CUST-5834,refunded
2272,ORD-2024-002272,2024-02-03,apple_pay,820.87,CUST-5641,refunded
2273,ORD-2024-002273,2024-03-08,debit_card,1571.23,CUST-8245,refunded
2274,ORD-2024-002274,2024-12-21,bank_transfer,128.8,CUST-9250,refunded
2275,ORD-2024-002275,2024-09-29,paypal,759.17,CUST-5314,processing
2276,ORD-2024-002276,2024-11-04,debit_card,47.24,CUST-1940,cancelled
2277,ORD-2024-002277,2024-04-15,bank_transfer,1399.92,CUST-2821,pending
2278,ORD-2024-002278,2024-04-04,credit_card,295.35,CUST-1461,cancelled
2279,ORD-2024-002279,2024-04-23,credit_card,117.84,CUST-1138,processing
2280,ORD-2024-002280,2024-02-28,debit_card,1985.48,CUST-7300,cancelled
2281,ORD-2024-002281,2024-03-15,apple_pay,923.41,CUST-8955,cancelled
2282,ORD-2024-002282,2024-08-19,paypal,126.23,CUST-2857,pending
2283,ORD-2024-002283,2024-08-30,bank_transfer,1946.68,CUST-2620,processing
2284,ORD-2024-002284,2024-05-21,credit_card,363.99,CUST-2225,completed
2285,ORD-2024-002285,2024-11-17,bank_transfer,484.28,CUST-3730,refunded
2286,ORD-2024-002286,2024-01-02,paypal,1975.65,CUST-4904,pending
2287,ORD-2024-002287,2024-03-13,apple_pay,822.13,CUST-7868,processing
2288,ORD-2024-002288,2024-07-20,paypal,1607.83,CUST-2148,completed
2289,ORD-2024-002289,2024-11-10,debit_card,1364.35,CUST-5408,refunded
2290,ORD-2024-002290,2024-03-28,debit_card,1361.19,CUST-7605,cancelled
2291,ORD-2024-002291,2024-04-06,paypal,1260.85,CUST-9714,refunded
2292,ORD-2024-002292,2024-03-19,bank_transfer,1824.91,CUST-1472,pending
2293,ORD-2024-002293,2024-05-31,paypal,1731.85,CUST-2511,pending
2294,ORD-2024-002294,2024-01-15,apple_pay,998.1,CUST-4365,refunded
2295,ORD-2024-002295,2024-03-10,bank_transfer,809.08,CUST-5641,refunded
2296,ORD-2024-002296,2024-07-28,debit_card,687.14,CUST-5162,processing
2297,ORD-2024-002297,2024-04-14,apple_pay,421.99,CUST-2903,processing
2298,ORD-2024-002298,2024-04-30,credit_card,176.21,CUST-5236,completed
2299,ORD-2024-002299,2024-01-26,bank_transfer,110.8,CUST-4071,cancelled
2300,ORD-2024-002300,2024-01-02,apple_pay,1646.56,CUST-8376,refunded
2301,ORD-2024-002301,2024-06-10,paypal,1436.24,CUST-1685,completed
2302,ORD-2024-002302,2024-11-24,paypal,624.29,CUST-7966,pending
2303,ORD-2024-002303,2024-03-01,debit_card,1706.82,CUST-7935,pending
2304,ORD-2024-002304,2024-01-22,credit_card,909.18,CUST-6565,cancelled
2305,ORD-2024-002305,2024-07-13,paypal,140.44,CUST-7598,completed
2306,ORD-2024-002306,2024-07-06,apple_pay,448.66,CUST-9059,pending
2307,ORD-2024-002307,2024-03-24,credit_card,1514.23,CUST-2817,completed
2308,ORD-2024-002308,2024-01-19,bank_transfer,1921.25,CUST-8057,refunded
2309,ORD-2024-002309,2024-06-10,paypal,904.16,CUST-3108,refunded
2310,ORD-2024-002310,2024-06-20,apple_pay,377.35,CUST-1602,completed
2311,ORD-2024-002311,2024-10-21,credit_card,1715.76,CUST-7007,cancelled
2312,ORD-2024-002312,2024-07-15,apple_pay,1349.14,CUST-2236,completed
2313,ORD-2024-002313,2024-02-01,paypal,1289.91,CUST-1465,pending
2314,ORD-2024-002314,2024-11-12,bank_transfer,1267.32,CUST-5693,processing
2315,ORD-2024-002315,2024-11-25,paypal,261.6,CUST-8933,refunded
2316,ORD-2024-002316,2024-09-02,credit_card,1377.08,CUST-4734,cancelled
2317,ORD-2024-002317,2024-03-20,bank_transfer,1670.25,CUST-5856,cancelled
2318,ORD-2024-002318,2024-10-29,apple_pay,802.61,CUST-4300,pending
2319,ORD-2024-002319,2024-04-03,credit_card,1904.15,CUST-6083,completed
2320,ORD-2024-002320,2024-06-19,debit_card,1642.66,CUST-9501,refunded
2321,ORD-2024-002321,2024-08-07,apple_pay,239.49,CUST-8358,pending
2322,ORD-2024-002322,2024-01-25,apple_pay,823.03,CUST-2099,completed
2323,ORD-2024-002323,2024-09-06,apple_pay,406.67,CUST-1319,cancelled
2324,ORD-2024-002324,2024-05-24,credit_card,1646.94,CUST-8812,processing
2325,ORD-2024-002325,2024-11-25,paypal,390.03,CUST-7481,pending
2326,ORD-2024-002326,2024-07-02,paypal,1391.42,CUST-5613,processing
2327,ORD-2024-002327,2024-07-30,credit_card,779.76,CUST-3569,refunded
2328,ORD-2024-002328,2024-11-14,apple_pay,657.6,CUST-8077,completed
2329,ORD-2024-002329,2024-11-04,paypal,1012.15,CUST-4077,processing
2330,ORD-2024-002330,2024-08-17,paypal,83.15,CUST-1549,cancelled
2331,ORD-2024-002331,2024-02-04,paypal,1374.62,CUST-8516,refunded
2332,ORD-2024-002332,2024-09-13,apple_pay,1810.93,CUST-1825,completed
2333,ORD-2024-002333,2024-01-02,bank_transfer,1274.28,CUST-3473,processing
2334,ORD-2024-002334,2024-11-10,debit_card,662.26,CUST-9191,processing
2335,ORD-2024-002335,2024-01-06,debit_card,742.72,CUST-9637,refunded
2336,ORD-2024-002336,2024-08-26,debit_card,508.89,CUST-5494,pending
2337,ORD-2024-002337,2024-04-17,paypal,1534.65,CUST-8628,refunded
2338,ORD-2024-002338,2024-12-12,debit_card,1522.37,CUST-1936,completed
2339,ORD-2024-002339,2024-10-28,paypal,346.51,CUST-3236,refunded
2340,ORD-2024-002340,2024-12-16,paypal,851.49,CUST-3940,completed
2341,ORD-2024-002341,2024-11-22,apple_pay,298.23,CUST-9716,completed
2342,ORD-2024-002342,2024-01-30,debit_card,726.95,CUST-4310,completed
2343,ORD-2024-002343,2024-01-13,apple_pay,1540.32,CUST-5125,pending
2344,ORD-2024-002344,2024-09-19,credit_card,959.37,CUST-2273,completed
2345,ORD-2024-002345,2024-02-11,bank_transfer,1776.57,CUST-1882,pending
2346,ORD-2024-002346,2024-12-04,bank_transfer,1042.85,CUST-3389,completed
2347,ORD-2024-002347,2024-12-14,credit_card,1584.95,CUST-5729,refunded
2348,ORD-2024-002348,2024-02-17,apple_pay,1976.22,CUST-7940,cancelled
2349,ORD-2024-002349,2024-03-08,credit_card,1145.61,CUST-9351,pending
2350,ORD-2024-002350,2024-01-29,debit_card,1840.26,CUST-9657,pending
2351,ORD-2024-002351,2024-07-09,bank_transfer,483.67,CUST-8918,refunded
2352,ORD-2024-002352,2024-09-25,paypal,1728.05,CUST-9372,completed
2353,ORD-2024-002353,2024-02-17,bank_transfer,978.32,CUST-5423,cancelled
2354,ORD-2024-002354,2024-02-25,bank_transfer,204.98,CUST-5279,processing
2355,ORD-2024-002355,2024-01-15,apple_pay,642.7,CUST-7317,refunded
2356,ORD-2024-002356,2024-11-25,bank_transfer,1299.86,CUST-6246,pending
2357,ORD-2024-002357,2024-05-25,bank_transfer,1402.93,CUST-4230,refunded
2358,ORD-2024-002358,2024-10-31,credit_card,598.67,CUST-6993,pending
2359,ORD-2024-002359,2024-05-29,credit_card,70.72,CUST-6151,refunded
2360,ORD-2024-002360,2024-04-30,apple_pay,522.62,CUST-3764,cancelled
2361,ORD-2024-002361,2024-10-15,debit_card,1580.62,CUST-3943,refunded
2362,ORD-2024-002362,2024-09-15,paypal,605.01,CUST-3744,cancelled
2363,ORD-2024-002363,2024-10-26,bank_transfer,1664.22,CUST-5875,refunded
2364,ORD-2024-002364,2024-08-04,bank_transfer,40.79,CUST-2614,cancelled
2365,ORD-2024-002365,2024-02-22,paypal,755.78,CUST-8461,cancelled
2366,ORD-2024-002366,2024-02-02,bank_transfer,1520.27,CUST-9347,cancelled
2367,ORD-2024-002367,2024-06-02,bank_transfer,19.57,CUST-2705,cancelled
2368,ORD-2024-002368,2024-01-31,debit_card,1236.35,CUST-3524,completed
2369,ORD-2024-002369,2024-07-04,debit_card,997.29,CUST-8433,refunded
2370,ORD-2024-002370,2024-09-21,credit_card,1139.86,CUST-2398,refunded
2371,ORD-2024-002371,2024-07-03,paypal,1339.57,CUST-3135,processing
2372,ORD-2024-002372,2024-08-25,paypal,745.9,CUST-3050,processing
2373,ORD-2024-002373,2024-06-21,paypal,564.88,CUST-1885,cancelled
2374,ORD-2024-002374,2024-12-19,bank_transfer,1131.48,CUST-2156,completed
2375,ORD-2024-002375,2024-09-11,bank_transfer,225.84,CUST-5832,processing
2376,ORD-2024-002376,2024-11-12,credit_card,581.63,CUST-9362,refunded
2377,ORD-2024-002377,2024-02-07,bank_transfer,1359.7,CUST-5404,pending
2378,ORD-2024-002378,2024-07-06,bank_transfer,539.13,CUST-1058,completed
2379,ORD-2024-002379,2024-11-23,bank_transfer,1042.89,CUST-2763,refunded
2380,ORD-2024-002380,2024-11-09,credit_card,656.78,CUST-1819,processing
2381,ORD-2024-002381,2024-10-26,apple_pay,1492.76,CUST-7611,completed
2382,ORD-2024-002382,2024-05-21,credit_card,743.8,CUST-1326,refunded
2383,ORD-2024-002383,2024-10-28,apple_pay,1478.7,CUST-7242,completed
2384,ORD-2024-002384,2024-11-11,bank_transfer,1110.51,CUST-4497,processing
2385,ORD-2024-002385,2024-11-12,bank_transfer,1734.91,CUST-9944,refunded
2386,ORD-2024-002386,2024-06-15,bank_transfer,1181.87,CUST-4432,pending
2387,ORD-2024-002387,2024-04-23,apple_pay,1831.04,CUST-1244,refunded
2388,ORD-2024-002388,2024-06-06,apple_pay,744.71,CUST-4409,cancelled
2389,ORD-2024-002389,2024-07-26,debit_card,1828.08,CUST-5913,processing
2390,ORD-2024-002390,2024-02-23,apple_pay,879.64,CUST-1581,processing
2391,ORD-2024-002391,2024-03-21,debit_card,40.67,CUST-2156,refunded
2392,ORD-2024-002392,2024-08-09,bank_transfer,1104.35,CUST-9030,refunded
2393,ORD-2024-002393,2024-10-25,credit_card,285.02,CUST-6999,pending
2394,ORD-2024-002394,2024-05-22,paypal,691.11,CUST-3467,refunded
2395,ORD-2024-002395,2024-09-03,paypal,580.37,CUST-3373,completed
2396,ORD-2024-002396,2024-06-27,bank_transfer,1328.08,CUST-4513,pending
2397,ORD-2024-002397,2024-01-18,bank_transfer,219.59,CUST-6709,pending
2398,ORD-2024-002398,2024-05-03,paypal,49.89,CUST-2923,pending
2399,ORD-2024-002399,2024-02-20,credit_card,1823.84,CUST-8065,processing
2400,ORD-2024-002400,2024-07-19,bank_transfer,1677.32,CUST-2790,processing
2401,ORD-2024-002401,2024-01-04,credit_card,1920.09,CUST-3790,refunded
2402,ORD-2024-002402,2024-07-08,credit_card,1539.04,CUST-4695,completed
2403,ORD-2024-002403,2024-07-20,apple_pay,942.25,CUST-2572,completed
2404,ORD-2024-002404,2024-12-03,paypal,1946.89,CUST-3710,processing
2405,ORD-2024-002405,2024-03-15,paypal,1523.06,CUST-2549,processing
2406,ORD-2024-002406,2024-03-28,credit_card,208.86,CUST-4381,refunded
2407,ORD-2024-002407,2024-01-16,debit_card,298.75,CUST-4639,pending
2408,ORD-2024-002408,2024-01-16,paypal,388.14,CUST-3277,pending
2409,ORD-2024-002409,2024-12-20,debit_card,898.34,CUST-7373,refunded
2410,ORD-2024-002410,2024-02-23,bank_transfer,691.41,CUST-4029,processing
2411,ORD-2024-002411,2024-08-26,paypal,408.36,CUST-7338,pending
2412,ORD-2024-002412,2024-05-06,credit_card,1042.54,CUST-8838,refunded
2413,ORD-2024-002413,2024-08-26,bank_transfer,870.1,CUST-8282,processing
2414,ORD-2024-002414,2024-07-29,debit_card,1478.27,CUST-1446,cancelled
2415,ORD-2024-002415,2024-09-14,bank_transfer,1759.1,CUST-8235,cancelled
2416,ORD-2024-002416,2024-08-18,apple_pay,333.91,CUST-6329,pending
2417,ORD-2024-002417,2024-01-20,credit_card,1228.69,CUST-9723,cancelled
2418,ORD-2024-002418,2024-09-30,credit_card,1087.37,CUST-9331,refunded
2419,ORD-2024-002419,2024-11-13,credit_card,17.44,CUST-6035,completed
2420,ORD-2024-002420,2024-12-05,credit_card,1753.95,CUST-6623,completed
2421,ORD-2024-002421,2024-07-03,apple_pay,293.23,CUST-9914,completed
2422,ORD-2024-002422,2024-03-29,apple_pay,1213.09,CUST-4648,refunded
2423,ORD-2024-002423,2024-03-26,bank_transfer,895.65,CUST-8639,cancelled
2424,ORD-2024-002424,2024-01-01,debit_card,1813.14,CUST-5636,cancelled
2425,ORD-2024-002425,2024-01-17,apple_pay,1548.57,CUST-8504,cancelled
2426,ORD-2024-002426,2024-05-02,debit_card,1337.03,CUST-1203,processing
2427,ORD-2024-002427,2024-12-04,paypal,52.37,CUST-3536,completed
2428,ORD-2024-002428,2024-02-02,credit_card,1227.55,CUST-5241,pending
2429,ORD-2024-002429,2024-02-21,debit_card,37.66,CUST-1880,completed
2430,ORD-2024-002430,2024-12-08,paypal,1271.29,CUST-4220,completed
2431,ORD-2024-002431,2024-11-08,credit_card,1157.0,CUST-9960,cancelled
2432,ORD-2024-002432,2024-01-13,apple_pay,804.36,CUST-2765,pending
2433,ORD-2024-002433,2024-03-02,credit_card,1796.13,CUST-7985,cancelled
2434,ORD-2024-002434,2024-09-29,apple_pay,1017.08,CUST-1151,refunded
2435,ORD-2024-002435,2024-04-18,bank_transfer,1317.41,CUST-4307,processing
2436,ORD-2024-002436,2024-11-18,apple_pay,1560.41,CUST-7482,processing
2437,ORD-2024-002437,2024-01-19,bank_transfer,1927.25,CUST-7752,refunded
2438,ORD-2024-002438,2024-10-10,debit_card,685.5,CUST-1608,refunded
2439,ORD-2024-002439,2024-09-24,paypal,605.78,CUST-5965,refunded
2440,ORD-2024-002440,2024-08-19,debit_card,767.46,CUST-5479,refunded
2441,ORD-2024-002441,2024-05-02,bank_transfer,1013.98,CUST-9228,cancelled
2442,ORD-2024-002442,2024-11-02,apple_pay,615.32,CUST-4452,completed
2443,ORD-2024-002443,2024-12-21,credit_card,407.21,CUST-8905,processing
2444,ORD-2024-002444,2024-01-24,bank_transfer,1494.08,CUST-1128,pending
2445,ORD-2024-002445,2024-01-01,apple_pay,147.74,CUST-2709,processing
2446,ORD-2024-002446,2024-09-23,credit_card,1824.66,CUST-3468,pending
2447,ORD-2024-002447,2024-04-08,apple_pay,914.1,CUST-8960,cancelled
2448,ORD-2024-002448,2024-04-01,bank_transfer,1375.72,CUST-8682,completed
2449,ORD-2024-002449,2024-06-16,credit_card,197.56,CUST-7018,completed
2450,ORD-2024-002450,2024-06-14,credit_card,1199.3,CUST-1505,completed
2451,ORD-2024-002451,2024-10-24,paypal,394.37,CUST-6702,refunded
2452,ORD-2024-002452,2024-04-07,credit_card,377.94,CUST-5620,refunded
2453,ORD-2024-002453,2024-04-25,debit_card,1990.83,CUST-2892,completed
2454,ORD-2024-002454,2024-05-02,debit_card,1320.26,CUST-5391,pending
2455,ORD-2024-002455,2024-06-23,bank_transfer,213.64,CUST-6115,completed
2456,ORD-2024-002456,2024-06-16,debit_card,197.98,CUST-2049,completed
2457,ORD-2024-002457,2024-09-27,paypal,1168.42,CUST-9312,pending
2458,ORD-2024-002458,2024-09-21,bank_transfer,48.82,CUST-8661,cancelled
2459,ORD-2024-002459,2024-02-18,apple_pay,418.34,CUST-7594,completed
2460,ORD-2024-002460,2024-06-18,credit_card,405.81,CUST-9813,cancelled
2461,ORD-2024-002461,2024-11-18,debit_card,687.84,CUST-2256,refunded
2462,ORD-2024-002462,2024-10-14,paypal,1439.67,CUST-7355,pending
2463,ORD-2024-002463,2024-10-08,credit_card,1994.03,CUST-1391,cancelled
2464,ORD-2024-002464,2024-04-19,credit_card,37.98,CUST-3627,refunded
2465,ORD-2024-002465,2024-12-23,debit_card,1160.3,CUST-4454,pending
2466,ORD-2024-002466,2024-04-27,paypal,1150.58,CUST-7753,refunded
2467,ORD-2024-002467,2024-07-31,bank_transfer,44.13,CUST-2468,pending
2468,ORD-2024-002468,2024-09-30,credit_card,200.06,CUST-3817,processing
2469,ORD-2024-002469,2024-04-21,debit_card,1563.77,CUST-7182,completed
2470,ORD-2024-002470,2024-01-17,debit_card,1729.79,CUST-8213,processing
2471,ORD-2024-002471,2024-07-31,debit_card,1469.84,CUST-8399,refunded
2472,ORD-2024-002472,2024-07-04,bank_transfer,716.89,CUST-8352,pending
2473,ORD-2024-002473,2024-06-13,apple_pay,1038.32,CUST-2301,processing
2474,ORD-2024-002474,2024-09-08,apple_pay,868.31,CUST-6821,pending
2475,ORD-2024-002475,2024-07-22,credit_card,982.15,CUST-6069,processing
2476,ORD-2024-002476,2024-11-29,paypal,635.4,CUST-7624,cancelled
2477,ORD-2024-002477,2024-07-07,credit_card,1340.0,CUST-5689,processing
2478,ORD-2024-002478,2024-01-21,paypal,717.59,CUST-3841,processing
2479,ORD-2024-002479,2024-02-24,apple_pay,871.18,CUST-2672,refunded
2480,ORD-2024-002480,2024-04-03,debit_card,1493.79,CUST-9787,cancelled
2481,ORD-2024-002481,2024-06-30,paypal,288.03,CUST-2267,refunded
2482,ORD-2024-002482,2024-12-05,paypal,1949.5,CUST-1878,pending
2483,ORD-2024-002483,2024-06-10,credit_card,1562.52,CUST-4262,pending
2484,ORD-2024-002484,2024-05-15,apple_pay,1653.7,CUST-6453,pending
2485,ORD-2024-002485,2024-08-07,apple_pay,1505.17,CUST-4971,refunded
2486,ORD-2024-002486,2024-11-25,credit_card,1817.74,CUST-7097,refunded
2487,ORD-2024-002487,2024-02-13,credit_card,1823.22,CUST-2888,cancelled
2488,ORD-2024-002488,2024-07-15,debit_card,694.48,CUST-4752,pending
2489,ORD-2024-002489,2024-06-24,paypal,1166.62,CUST-6200,pending
